City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Mariinsk,RU,56.2139,87.7472,57.4,65,100,4.99,overcast clouds
346,Braniewo,PL,54.3797,19.8196,65.93,80,100,3.69,overcast clouds
347,Miramar,US,25.9873,-80.2323,80.02,86,100,9.22,overcast clouds
348,San Antonio,US,29.4241,-98.4936,77.61,82,40,12.66,scattered clouds
349,Beringovskiy,RU,63.05,179.3167,37.35,90,89,1.5,overcast clouds
350,Christchurch,NZ,-43.5333,172.6333,55.6,58,20,8.05,few clouds
351,Grenville,GD,12.1167,-61.6167,84.25,81,6,18.97,clear sky
352,Port Lincoln,AU,-34.7333,135.8667,54.73,68,98,10.45,overcast clouds
353,Wakkanai,JP,45.4094,141.6739,44.78,84,15,19.26,few clouds
354,Kindu,CD,-2.95,25.95,88.0,37,90,3.76,overcast clouds
355,Rincon,US,32.296,-81.2354,80.85,88,20,3.44,few clouds
356,Craig,US,40.5153,-107.5464,47.82,81,0,0.0,clear sky
357,Soe,ID,-9.8607,124.284,65.35,86,0,4.56,clear sky
358,Kalengwa,ZM,-13.4659,25.0027,75.94,28,1,9.28,clear sky
359,Port Hueneme,US,34.1478,-119.1951,63.21,91,100,3.44,haze
360,Vagur,FO,61.4732,-6.8119,48.34,74,100,17.58,overcast clouds
361,Ouesso,CG,1.6136,16.0517,89.92,46,66,3.6,broken clouds
362,Kavaratti,IN,10.5669,72.642,82.54,75,100,16.93,overcast clouds
363,Sinnamary,GF,5.3833,-52.95,79.38,82,80,3.51,broken clouds
364,Bairiki,KI,1.3292,172.9752,80.6,78,20,9.22,few clouds
365,Sisimiut,GL,66.9395,-53.6735,41.23,53,8,11.18,clear sky
366,Constitucion,CL,-35.3333,-72.4167,52.14,74,0,3.8,clear sky
367,Calvinia,ZA,-31.4707,19.776,70.77,23,0,17.0,clear sky
368,Imeni Poliny Osipenko,RU,52.4201,136.4853,53.13,83,20,10.94,few clouds
369,Povenets,RU,62.8487,34.8262,61.9,37,2,1.68,clear sky
370,Sioux Lookout,CA,50.1001,-91.917,51.87,87,20,3.44,few clouds
371,Kholodnyy,RU,62.7167,147.95,41.36,56,8,4.18,clear sky
372,Antalaha,MG,-14.9003,50.2788,76.69,72,20,12.44,few clouds
373,Pitimbu,BR,-7.4706,-34.8086,75.79,74,57,5.46,broken clouds
374,Wewak,PG,-3.5534,143.6268,78.26,85,100,2.53,overcast clouds
375,Nokaneng,BW,-19.6667,22.2667,75.42,22,0,10.71,clear sky
376,Shakhtinsk,KZ,49.71,72.5872,82.45,22,8,6.71,clear sky
377,South Lake Tahoe,US,38.9332,-119.9844,54.27,22,17,2.93,few clouds
378,Leningradskiy,RU,69.3833,178.4167,30.42,89,100,6.24,overcast clouds
379,Rocha,UY,-34.4833,-54.3333,53.83,69,8,2.84,clear sky
380,Nishihara,JP,26.1842,127.7558,74.48,94,75,8.05,broken clouds
381,Ribeira Grande,PT,38.5167,-28.7,66.6,94,75,16.11,broken clouds
382,Champerico,GT,14.3,-91.9167,75.74,83,100,0.56,overcast clouds
383,Seoul,KR,37.5683,126.9778,69.4,58,0,11.5,clear sky
384,Bintulu,MY,3.1667,113.0333,77.41,94,40,5.01,scattered clouds
385,Dingle,PH,10.9995,122.6711,79.39,85,10,1.66,clear sky
386,Codrington,AU,-38.2667,141.9667,50.4,67,100,17.4,overcast clouds
387,Coos Bay,US,43.3665,-124.2179,49.23,97,0,0.0,clear sky
388,Kochi,IN,9.9399,76.2602,82.38,81,99,5.5,overcast clouds
389,Saldanha,ZA,-33.0117,17.9442,86.05,35,0,17.49,clear sky
390,Ilulissat,GL,69.2167,-51.1,39.22,48,0,4.61,clear sky
391,Kavieng,PG,-2.5744,150.7967,81.36,77,86,11.05,light rain
392,Butajira,ET,8.1167,38.3667,69.73,58,98,3.15,light rain
393,Rembang,ID,-6.707,111.3498,79.57,86,100,6.26,overcast clouds
394,Owase,JP,34.0667,136.2,62.69,85,90,5.39,overcast clouds
395,Grand Forks,US,47.9417,-97.4337,52.79,92,75,4.61,broken clouds
396,Hirado,JP,33.3597,129.5531,67.39,77,89,18.37,overcast clouds
397,Hobyo,SO,5.3505,48.5268,82.47,70,100,25.59,overcast clouds
398,Batagay-Alyta,RU,67.8006,130.4114,63.0,37,98,4.54,overcast clouds
399,Hamilton,US,39.1834,-84.5333,68.99,97,100,6.91,overcast clouds
400,Blagoyevo,RU,63.3667,47.9167,60.82,71,68,2.3,light rain
401,Zhigalovo,RU,54.8097,105.1578,43.61,94,100,1.03,overcast clouds
402,Kloulklubed,PW,7.0419,134.2556,75.7,72,19,5.12,few clouds
403,Great Falls,US,47.5002,-111.3008,51.42,78,20,6.91,few clouds
404,Pangody,RU,65.85,74.4859,64.0,30,39,16.04,scattered clouds
405,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,58.05,84,0,2.95,clear sky
406,Vincennes,FR,48.85,2.4333,73.15,61,75,14.97,broken clouds
407,Tura,IN,25.5198,90.2201,75.78,95,100,4.47,overcast clouds
408,Cajati,BR,-24.7361,-48.1228,71.33,89,50,2.04,moderate rain
409,Mahon,ES,39.8885,4.2658,81.16,47,0,13.8,clear sky
410,Shenjiamen,CN,29.9576,122.298,66.45,89,9,7.72,clear sky
411,Boguchany,RU,58.3814,97.4531,48.56,84,44,4.18,scattered clouds
412,Hun,LY,29.1268,15.9477,101.35,11,0,8.79,clear sky
413,Mahebourg,MU,-20.4081,57.7,76.24,78,40,9.22,scattered clouds
414,Dubovskoye,RU,47.4092,42.7575,77.45,37,7,9.51,clear sky
415,Brownsville,US,25.9018,-97.4975,80.55,83,0,11.5,clear sky
416,Kahta,TR,37.7855,38.6237,89.04,27,40,9.22,scattered clouds
417,Samarai,PG,-10.6167,150.6667,82.15,78,94,9.84,overcast clouds
418,Ternate,ID,0.8,127.4,80.74,78,99,2.17,overcast clouds
419,Carauari,BR,-4.8828,-66.8958,75.15,94,82,2.68,broken clouds
420,Tecoanapa,MX,16.5167,-98.75,79.25,79,100,4.52,overcast clouds
421,Fez,MA,34.0372,-4.9998,88.05,35,0,5.75,clear sky
422,Kortkeros,RU,61.8106,51.5806,71.6,37,100,7.29,overcast clouds
423,Katobu,ID,-4.9408,122.5276,75.94,89,80,4.34,broken clouds
424,Chokurdakh,RU,70.6333,147.9167,37.06,64,3,11.79,clear sky
425,Isangel,VU,-19.55,169.2667,68.11,94,15,3.44,few clouds
426,Bay Roberts,CA,47.5999,-53.2648,46.04,75,85,8.99,overcast clouds
427,Jamkhed,IN,18.7362,75.3121,97.43,24,45,11.07,scattered clouds
428,Moranbah,AU,-22.0016,148.0466,60.84,60,0,7.43,clear sky
429,Datong,CN,40.0936,113.2914,73.45,22,3,7.61,clear sky
430,Zhuhai,CN,22.2769,113.5678,79.86,89,40,4.61,scattered clouds
431,Pangkalanbuun,ID,-2.6833,111.6167,75.74,96,100,2.93,overcast clouds
432,Garbou,RO,47.15,23.4333,78.42,51,6,9.66,clear sky
433,Kita,ML,13.0349,-9.4895,100.27,25,14,5.37,few clouds
434,Rawson,AR,-43.3002,-65.1023,51.37,60,100,22.5,overcast clouds
435,Shingu,JP,33.7333,135.9833,61.83,82,98,5.75,overcast clouds
436,Salinopolis,BR,-0.6136,-47.3561,79.2,85,52,3.83,broken clouds
437,Capao Bonito,BR,-24.0058,-48.3494,66.31,78,57,4.72,broken clouds
438,Ozernovskiy,RU,51.5,156.5167,44.2,86,100,2.95,overcast clouds
439,Staraya Poltavka,RU,50.4772,46.4814,68.97,51,82,13.11,broken clouds
440,Idil,TR,37.3411,41.8895,93.13,15,0,12.66,clear sky
441,Ponta Do Sol,PT,32.6667,-17.1,76.71,75,12,2.08,few clouds
442,Katsuura,JP,35.1333,140.3,62.67,88,100,15.37,overcast clouds
443,Broome,US,42.2506,-75.833,68.2,57,0,10.36,clear sky
444,Viseu,PT,40.661,-7.9097,76.86,34,21,8.95,few clouds
445,Zhanakorgan,KZ,43.9098,67.2495,98.02,10,9,4.94,clear sky
446,Paamiut,GL,61.994,-49.6678,38.91,82,2,9.78,clear sky
447,Iguape,BR,-24.7081,-47.5553,68.76,90,42,5.68,moderate rain
448,Miandrivazo,MG,-19.5167,45.4667,86.63,36,7,5.77,clear sky
449,Flinders,AU,-34.5833,150.8552,51.19,67,2,8.01,clear sky
450,Yelizovo,RU,53.1873,158.3805,44.74,100,100,11.18,overcast clouds
451,Sibolga,ID,1.7427,98.7792,78.31,85,86,2.13,moderate rain
452,Srednekolymsk,RU,67.45,153.6833,39.7,53,33,9.82,scattered clouds
453,Ostrovnoy,RU,68.0531,39.5131,52.75,65,100,5.32,overcast clouds
454,Mezen,RU,65.8522,44.24,60.39,59,63,5.44,broken clouds
455,San Quintin,MX,30.4833,-115.95,63.05,85,95,6.78,overcast clouds
456,Ranong,TH,9.9658,98.6348,78.73,79,100,5.03,overcast clouds
457,Ust-Maya,RU,60.4167,134.5333,59.94,68,100,7.94,overcast clouds
458,Maraba,BR,-5.3686,-49.1178,82.58,89,75,2.3,broken clouds
459,Qaqortoq,GL,60.7167,-46.0333,42.89,79,63,7.2,broken clouds
460,Rafai,CF,4.95,23.9167,90.59,41,88,4.85,overcast clouds
461,Clyde River,CA,70.4692,-68.5914,39.43,75,75,2.3,broken clouds
462,Shahreza,IR,32.0339,51.8794,90.39,11,100,2.35,overcast clouds
463,Farafangana,MG,-22.8167,47.8333,72.48,82,11,9.66,light rain
464,Hovd,MN,48.0056,91.6419,60.66,29,38,5.68,scattered clouds
465,Cayenne,GF,4.9333,-52.3333,83.08,1,40,1.14,scattered clouds
466,Harper,LR,4.375,-7.7169,82.11,70,100,5.66,overcast clouds
467,Asosa,ET,10.0667,34.5333,74.97,57,77,6.58,light rain
468,Ormara,PK,25.2088,64.6357,82.72,83,0,23.02,clear sky
469,Scottsbluff,US,41.8666,-103.6672,57.29,87,100,8.05,overcast clouds
470,Malanville,BJ,11.8685,3.3899,97.18,30,92,3.91,overcast clouds
471,Changji,CN,44.0167,87.3167,83.19,23,0,6.71,clear sky
472,Vrangel,RU,42.7297,133.0839,49.41,79,100,3.89,overcast clouds
473,Brae,GB,60.3964,-1.353,53.1,66,9,15.86,clear sky
474,Nome,US,64.5011,-165.4064,53.67,58,0,0.0,clear sky
475,Hambantota,LK,6.1241,81.1185,86.34,79,20,13.8,few clouds
476,Tilichiki,RU,60.4667,166.1,42.44,86,100,5.06,overcast clouds
477,Oxapampa,PE,-10.5775,-75.4017,60.1,92,86,0.18,overcast clouds
478,Naze,JP,28.3667,129.4833,70.72,85,100,4.52,overcast clouds
479,Samfya,ZM,-11.3649,29.5565,74.93,33,0,3.13,clear sky
480,Helong,CN,42.5397,128.9972,48.83,85,100,2.59,overcast clouds
481,Honiara,SB,-9.4333,159.95,77.27,84,100,6.22,overcast clouds
482,Fort-Shevchenko,KZ,44.5086,50.263,71.08,55,98,12.86,overcast clouds
483,Colares,PT,38.7992,-9.4469,80.26,54,20,16.11,few clouds
484,Praia,CV,14.9215,-23.5087,82.94,57,20,16.11,few clouds
485,Gat,IL,31.61,34.7642,88.39,39,0,12.86,clear sky
486,Pilar,BR,-9.5972,-35.9567,73.33,88,57,7.83,broken clouds
487,Snasa,NO,64.2457,12.3778,54.81,36,17,5.7,few clouds
488,Tokonou,GN,9.65,-9.7833,86.83,49,91,3.58,overcast clouds
489,Mount Isa,AU,-20.7333,139.5,58.77,44,0,12.66,clear sky
490,Lima,PE,-12.0432,-77.0282,59.25,88,100,5.75,overcast clouds
491,Evensk,RU,61.95,159.2333,48.42,78,54,10.65,broken clouds
492,Novoagansk,RU,61.9449,76.6625,53.69,39,27,3.65,scattered clouds
493,Westport,US,41.1415,-73.3579,71.78,73,100,3.0,overcast clouds
494,Catuday,PH,16.2923,119.8062,81.27,78,100,7.02,light rain
495,Tchaourou,BJ,8.8865,2.5975,94.78,37,25,1.32,scattered clouds
496,Chapais,CA,49.7834,-74.8492,56.98,79,100,10.38,overcast clouds
497,Burnie,AU,-41.0667,145.9167,43.97,76,12,19.26,few clouds
498,Selenginsk,RU,52.0064,106.8647,46.81,97,100,4.27,moderate rain
499,Vestmanna,FO,62.1564,-7.1664,50.92,58,20,14.97,few clouds
500,Cotonou,BJ,6.3654,2.4183,87.78,66,40,8.05,scattered clouds
501,Kulunda,RU,52.566,78.9385,74.52,30,95,3.24,overcast clouds
502,Hofn,IS,64.2539,-15.2082,55.42,71,20,8.05,few clouds
503,Nichinan,JP,31.6,131.3667,73.08,87,100,1.74,overcast clouds
504,Kyshtovka,RU,56.555,76.6271,59.29,66,100,7.0,overcast clouds
505,Xiongzhou,CN,25.1167,114.3,74.52,94,100,0.85,overcast clouds
506,Santiago Del Estero,AR,-27.7951,-64.2615,58.06,55,0,5.84,clear sky
507,Princeton,US,25.5384,-80.4089,80.02,94,100,5.75,overcast clouds
508,Malindi,KE,-3.2175,40.1191,78.96,78,75,23.02,drizzle
509,Kyren,RU,51.6828,102.1408,46.58,81,58,3.06,broken clouds
510,Nyurba,RU,63.2842,118.3319,59.31,67,0,3.18,clear sky
511,West Milford,US,41.1312,-74.3674,69.44,76,100,10.18,overcast clouds
512,San Cristobal,VE,7.7669,-72.225,71.78,68,23,4.34,few clouds
513,Casa Grande,US,32.8795,-111.7573,78.4,30,0,8.05,clear sky
514,Linjiang,CN,41.8069,126.9078,54.37,98,100,1.25,overcast clouds
515,Naryan-Mar,RU,67.6713,53.087,76.23,23,75,7.76,broken clouds
516,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.41,95,96,1.95,overcast clouds
517,Iracoubo,GF,5.4802,-53.2011,79.09,83,91,3.18,overcast clouds
518,Dalvik,IS,65.9702,-18.5286,53.53,90,100,3.31,overcast clouds
519,Bukama,CD,-9.2,25.85,89.11,24,79,3.09,broken clouds
520,San Joaquin,US,37.9333,-121.3011,62.29,77,0,3.44,clear sky
521,Barntrup,DE,51.9904,9.1164,72.79,55,90,13.91,overcast clouds
522,Mana,GF,5.6592,-53.7767,76.33,90,92,3.06,overcast clouds
523,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,40,24.16,scattered clouds
524,San Pedro De Macoris,DO,18.4616,-69.2972,79.41,74,81,10.31,broken clouds
525,Sayat,TM,38.7839,63.8803,100.27,6,0,17.27,clear sky
526,Najran,SA,17.4924,44.1277,102.85,6,93,14.18,overcast clouds
527,Moussoro,TD,13.6408,16.4901,108.03,7,4,11.79,clear sky
528,Bagaha,IN,27.1,84.0833,105.76,18,73,3.4,broken clouds
529,Adrar,MR,20.5022,-10.0711,107.28,8,34,5.06,scattered clouds
530,Znojmo,CZ,48.8555,16.0488,69.6,73,100,12.59,moderate rain
531,High Level,CA,58.5169,-117.136,46.51,93,0,2.3,clear sky
532,Batagay,RU,67.6333,134.6333,62.42,33,4,1.97,clear sky
533,Chunhuhub,MX,19.55,-88.6833,79.05,87,100,4.29,overcast clouds
534,Gumrak,RU,48.7826,44.3824,78.71,27,0,11.18,clear sky
535,Omachi,JP,36.5,137.8667,58.12,89,69,2.71,broken clouds
536,Kysyl-Syr,RU,63.8986,122.7617,58.23,76,0,0.69,clear sky
537,Billings,US,45.7833,-108.5007,53.67,76,40,9.22,scattered clouds
538,Alekseyevka,RU,50.6309,38.6903,71.92,55,93,6.69,overcast clouds
539,Nador,MA,35.174,-2.9287,91.47,47,0,4.61,clear sky
540,Ortakoy,TR,38.7373,34.0387,77.25,49,94,6.04,overcast clouds
541,Pahrump,US,36.2083,-115.9839,72.25,32,0,0.85,clear sky
542,Portoferraio,IT,42.8115,10.3146,82.92,61,0,3.44,clear sky
543,Natchez,US,31.5604,-91.4032,76.44,94,0,6.91,clear sky
544,Keti Bandar,PK,24.1447,67.4497,84.94,74,0,20.36,clear sky
545,Talcahuano,CL,-36.7167,-73.1167,51.48,93,100,13.8,light intensity drizzle
546,Jaru,BR,-10.4389,-62.4664,77.04,84,69,3.76,broken clouds
547,Meridian,US,43.6121,-116.3915,52.09,85,0,8.05,clear sky
548,Russell,US,32.3502,-85.1999,72.68,94,100,0.0,overcast clouds
549,Tefe,BR,-3.3542,-64.7114,77.11,100,75,3.44,broken clouds
550,Jaciara,BR,-15.9653,-54.9683,84.47,42,5,3.42,clear sky
551,Gongzhuling,CN,43.5008,124.8198,56.7,90,49,3.02,scattered clouds
552,Puerto Plata,DO,19.7934,-70.6884,81.45,78,20,0.0,few clouds
553,Misratah,LY,32.3754,15.0925,84.88,50,2,13.2,clear sky
554,Pandan,PH,14.0453,124.1694,81.84,81,44,6.67,scattered clouds
555,Ankang,CN,32.68,109.0172,72.39,71,100,3.36,overcast clouds
556,Kismayo,SO,-0.3582,42.5454,81.09,72,56,19.28,light rain
557,Aranda De Duero,ES,41.6704,-3.6892,79.92,25,92,8.93,overcast clouds
558,Kruisfontein,ZA,-34.0033,24.7314,78.21,22,11,6.13,few clouds
559,Oistins,BB,13.0667,-59.5333,84.29,70,20,20.71,few clouds
560,Resistencia,AR,-27.4606,-58.9839,58.08,96,100,2.3,fog
561,Beyneu,KZ,45.3167,55.2,83.28,21,99,16.06,overcast clouds
562,Abbeville,FR,50.1,1.8333,66.25,67,80,17.18,broken clouds
563,Pingliang,CN,35.5392,106.6861,71.04,28,87,5.73,overcast clouds
564,Ha Giang,VN,22.8333,104.9833,77.45,91,96,1.41,overcast clouds
565,Santa Rita,BR,-7.1139,-34.9781,75.87,100,100,10.36,overcast clouds
566,Nizhniy Tsasuchey,RU,50.5167,115.1333,60.94,62,100,6.85,overcast clouds
567,Yatou,CN,37.15,122.3833,59.07,91,0,4.07,clear sky
568,Valparaiso,CL,-33.0393,-71.6273,54.48,86,100,2.3,haze
569,Zaysan,KZ,47.4667,84.8667,63.79,42,7,3.83,clear sky
570,Dholka,IN,22.7167,72.4667,109.78,28,3,11.88,clear sky
571,Zuwarah,LY,32.9312,12.082,89.87,40,78,9.46,broken clouds
572,Lisakovsk,KZ,52.5369,62.4936,76.69,45,0,20.71,light rain
573,Kondinskoye,RU,59.6481,67.41,62.69,38,100,13.31,overcast clouds
574,Quang Ngai,VN,15.1167,108.8,78.4,89,100,3.96,overcast clouds
575,Batemans Bay,AU,-35.7167,150.1833,43.68,66,5,7.52,clear sky
576,Hilton Head Island,US,32.2163,-80.7526,81.99,85,40,1.99,scattered clouds
577,Ballina,AU,-28.8667,153.5667,54.01,67,76,13.06,broken clouds
578,Wasilla,US,61.5814,-149.4394,56.79,90,100,3.44,light rain
579,Sovetskiy,RU,61.3614,63.5842,63.86,30,99,11.95,overcast clouds
580,Valdivia,CL,-39.8142,-73.2459,48.29,98,100,2.26,overcast clouds
581,Goragorskiy,RU,43.5031,45.0792,71.28,71,79,8.77,moderate rain
582,Pacific Grove,US,36.6177,-121.9166,52.43,93,75,5.99,broken clouds
583,Akot,IN,21.0964,77.0586,104.41,17,11,12.44,few clouds
584,Namatanai,PG,-3.6667,152.4333,78.67,84,97,8.12,light rain
585,Great Yarmouth,GB,52.6083,1.7305,70.41,76,76,6.49,broken clouds
586,Brentwood,US,40.7812,-73.2462,71.8,71,40,12.66,scattered clouds
587,Pierre,US,44.3683,-100.351,60.06,88,100,1.01,overcast clouds
588,Kiama,AU,-34.6833,150.8667,51.39,66,2,8.99,clear sky
589,Sivas,TR,39.7916,37.0019,70.43,52,75,9.22,broken clouds
590,Reconquista,AR,-29.15,-59.65,55.09,80,0,4.83,clear sky
591,Taseyevo,RU,57.2169,94.8978,51.49,70,28,3.49,scattered clouds
592,Elesbao Veloso,BR,-6.2019,-42.1403,84.11,48,6,8.61,clear sky
593,Maumere,ID,-8.6199,122.2111,80.13,77,1,2.3,clear sky
594,Yerbogachen,RU,61.2767,108.0108,58.48,74,95,10.78,light rain
595,Belaya Gora,RU,68.5333,146.4167,47.75,40,0,6.91,clear sky
596,Zhigansk,RU,66.7697,123.3711,57.27,84,93,6.98,overcast clouds
597,Takaka,NZ,-40.85,172.8,54.55,91,6,6.82,clear sky
598,Wajir,KE,1.7471,40.0573,88.43,38,100,19.01,overcast clouds
599,Sorland,NO,67.667,12.6934,48.06,65,93,23.87,overcast clouds
600,Riyadh,SA,24.6877,46.7219,113.14,4,0,4.74,clear sky
601,Fort Collins,US,40.5853,-105.0844,58.08,88,100,4.61,overcast clouds
602,Itoman,JP,26.1247,127.6694,75.22,92,75,8.05,broken clouds
603,Cochrane,CA,51.1834,-114.4687,47.86,78,100,10.36,overcast clouds
604,Bandraboua,YT,-12.7044,45.1223,83.88,70,10,12.64,clear sky
605,Isiro,CD,2.7739,27.616,69.94,90,99,2.04,light rain
606,Sitka,US,57.0531,-135.33,53.49,76,100,3.44,overcast clouds
607,Port Moresby,PG,-9.4431,147.1797,77.22,86,54,3.27,broken clouds
608,Catemaco,MX,18.4167,-95.1167,75.24,75,100,7.29,overcast clouds
609,Faanui,PF,-16.4833,-151.75,79.36,76,34,14.32,light rain
610,Ziro,IN,27.6333,93.8333,66.94,98,95,1.59,overcast clouds
611,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,87,0,8.05,clear sky
612,Kedrovyy,RU,56.1667,91.8167,54.01,64,52,3.47,broken clouds
613,Charleville-Mezieres,FR,49.7667,4.7167,65.77,91,100,12.17,overcast clouds
614,Sheltozero,RU,61.3667,35.3667,56.5,49,12,4.43,few clouds
615,Almeirim,BR,-1.5233,-52.5817,81.86,70,44,1.99,scattered clouds
616,Kosonsoy,UZ,41.2561,71.5508,90.16,21,3,2.24,clear sky
617,Mehran,IR,33.1222,46.1646,114.73,5,37,11.1,scattered clouds
618,Mantua,IT,45.1667,10.7833,81.21,63,93,5.01,overcast clouds
619,Sao Filipe,CV,14.8961,-24.4956,77.13,67,0,9.13,clear sky
620,Yenagoa,NG,4.9247,6.2642,82.99,72,100,6.24,light rain
621,Severnyy,RU,50.677,36.5532,75.24,33,0,8.95,clear sky
622,Marsh Harbour,BS,26.5412,-77.0636,77.16,84,100,21.54,light rain
623,Borogontsy,RU,62.6683,131.1683,61.16,77,57,1.83,broken clouds
624,Kidal,ML,18.4411,1.4078,102.61,15,0,7.4,clear sky
625,Kudahuvadhoo,MV,2.6708,72.8944,82.71,70,100,4.61,overcast clouds
626,Sola,VU,-13.8833,167.55,81.27,74,75,11.5,broken clouds
627,Baraboo,US,43.4711,-89.7443,57.99,98,75,0.0,broken clouds
628,Egvekinot,RU,66.3167,-179.1667,36.39,69,30,5.91,scattered clouds
629,Freeport,US,40.6576,-73.5832,72.01,68,0,12.66,clear sky
630,Shakawe,BW,-18.3667,21.85,76.86,20,0,9.13,clear sky
631,Ouargaye,BF,11.5033,0.0572,88.47,48,77,10.96,broken clouds
632,Matay,EG,28.419,30.7792,98.1,15,0,11.9,clear sky
633,Araouane,ML,18.9048,-3.5265,104.92,17,0,11.43,clear sky
634,Stromness,GB,58.965,-3.296,55.36,77,55,8.99,broken clouds
635,Lazaro Cardenas,MX,17.9583,-102.2,77.58,72,74,3.51,broken clouds
636,Eydhafushi,MV,5.1033,73.0708,82.81,73,85,9.95,overcast clouds
637,San Andres,CO,12.5847,-81.7006,82.42,83,40,4.61,scattered clouds
638,Anadyr,RU,64.75,177.4833,41.5,86,75,0.0,broken clouds
639,Svetlaya,RU,46.5389,138.3297,46.6,86,77,5.06,broken clouds
640,Uhlove,UA,44.8215,33.6045,72.59,60,100,2.77,overcast clouds
641,Takoradi,GH,4.8845,-1.7554,83.97,63,21,4.99,few clouds
642,Zhanjiang,CN,21.2815,110.3427,76.51,95,100,4.5,light rain
643,Zastron,ZA,-30.3023,27.084,59.85,29,7,3.83,clear sky
644,Northam,GB,51.0333,-4.2167,61.66,90,100,7.65,overcast clouds
645,Inhambane,MZ,-23.865,35.3833,75.18,53,75,9.22,broken clouds
646,Salamiyah,SY,35.0113,37.0532,87.33,31,1,19.62,clear sky
647,Lukovetskiy,RU,64.2956,41.9211,58.8,48,40,5.82,scattered clouds
648,Quisqueya,DO,18.5554,-69.4081,82.15,75,80,8.08,broken clouds
649,Sesheke,ZM,-17.4759,24.2968,76.91,26,0,8.68,clear sky
650,Cururupu,BR,-1.8283,-44.8683,81.68,79,91,3.58,overcast clouds
651,Rock Springs,US,41.5875,-109.2029,44.04,52,0,4.61,clear sky
652,Kamaishi,JP,39.2667,141.8833,52.09,95,100,7.09,overcast clouds
653,Rovaniemi,FI,66.5,25.7167,60.21,29,0,8.05,clear sky
654,Sulejowek,PL,52.2522,21.269,82.72,56,99,2.13,overcast clouds
655,Dera Ghazi Khan,PK,30.0561,70.6348,112.98,6,21,16.91,few clouds
656,Pinheiro,BR,-2.5214,-45.0825,84.58,62,98,4.68,overcast clouds
657,Aksu,CN,41.1231,80.2644,85.77,14,3,14.27,clear sky
658,Prado,BR,-17.3411,-39.2208,76.41,56,25,2.55,scattered clouds
659,Kathmandu,NP,27.7167,85.3167,77.22,83,75,5.75,broken clouds
660,Tahta,EG,26.7693,31.5021,99.79,15,0,16.28,clear sky
661,Caiaponia,BR,-16.9567,-51.8103,80.51,39,86,5.75,overcast clouds
662,Belmonte,BR,-15.8631,-38.8828,75.87,66,19,5.53,few clouds
663,Myaundzha,RU,63.0494,147.1858,43.07,58,91,4.16,overcast clouds
664,Prince Rupert,CA,54.3161,-130.3201,51.49,88,100,9.22,overcast clouds
665,Tynda,RU,55.1667,124.7167,59.38,74,37,2.86,scattered clouds
666,Hami,CN,42.8,93.45,82.54,14,43,4.14,scattered clouds
667,Urumqi,CN,43.801,87.6005,79.75,23,0,4.47,clear sky
668,Sherpur,BD,25.0188,90.0175,83.61,79,58,6.26,broken clouds
669,Uglekamensk,RU,43.2172,133.2303,46.27,86,17,1.36,few clouds
670,Luorong,CN,24.4058,109.6086,78.01,86,100,1.54,overcast clouds
671,Porangatu,BR,-13.4408,-49.1486,83.21,32,4,3.31,clear sky
672,Brekstad,NO,63.687,9.6654,59.99,58,20,16.11,few clouds
673,Goure,NE,13.9835,10.2704,101.01,12,40,5.75,scattered clouds
674,Pinawa,CA,50.1489,-95.8811,53.8,64,1,4.43,clear sky
675,Kisangani,CD,0.5167,25.2,83.14,55,100,2.93,overcast clouds
676,Nisia Floresta,BR,-6.0911,-35.2086,82.78,67,85,9.44,light rain
677,Tevriz,RU,57.509,72.4042,63.28,41,100,6.55,overcast clouds
678,Longhua,CN,23.6137,114.1919,75.76,99,100,1.41,heavy intensity rain
679,Indore,IN,22.7179,75.8333,100.58,18,0,9.22,clear sky
680,Lagoa,PT,39.05,-27.9833,64.89,91,100,26.82,overcast clouds
681,Santiago De Chuco,PE,-8.15,-78.1833,52.7,75,96,3.53,light rain
682,Custoias,PT,41.1053,-7.321,80.42,28,12,8.25,few clouds
683,Ajmer,IN,26.45,74.6333,101.25,10,0,13.73,clear sky
684,Sorong,ID,-0.8833,131.25,80.76,79,74,6.29,broken clouds
685,Bhum,IN,18.4667,75.6667,98.53,23,36,9.91,scattered clouds
686,Sikandarpur,IN,26.05,84.05,109.02,14,72,5.01,broken clouds
687,Sulzbach-Rosenberg,DE,49.4983,11.7517,70.88,48,100,5.57,overcast clouds
688,Waipawa,NZ,-41.4122,175.5153,54.91,88,100,8.72,overcast clouds
689,Saint-Andre-Les-Vergers,FR,48.2853,4.0521,68.04,60,100,14.97,overcast clouds
690,Acarau,BR,-2.8856,-40.12,81.09,72,66,11.14,broken clouds
691,Gladstone,AU,-23.85,151.25,58.93,77,40,4.61,scattered clouds
692,Buala,SB,-8.145,159.5921,80.47,79,98,9.48,light rain
693,Kaniama,CD,-7.5667,24.1833,85.73,25,100,5.1,overcast clouds
694,Astara,AZ,38.5,48.6667,73.38,74,29,6.91,scattered clouds
695,San Jose Poaquil,GT,14.8197,-90.9064,56.97,91,100,0.6,overcast clouds
